Shrt_Desc,Energ_Kcal,FA_Sat,Cholestrl
"Lamb,Dom,Shldr,Blade,Ln,1/4""Fat,Choic,Ckd,Rstd",209,4.34,87
Bologna  Turkey,209,4.355,75
"Beef,Chk,Und Bl Cntr Stk,Bnless,Den Cut,Ln,0"" Fa, Sel, Ckd",209,4.73,98
"Beef,Chuck Eye Steak,Bnless,Ln,0"" Fat,All Grds,Ckd,Grilled",209,4.83,88
"Lamb,Dom,Leg,Whl (Shk&Sirl),Ln&Fat,1/8""Fat,Choic,Raw",209,6.21,68
"Supper Bakes Meal Kits,Lemon Chick W/ Herb Rice",210,0.532,5
"Bread,Red-Cal,Oatmeal",210,0.599,0
"Morningstar Farms Brkfst Sausage Patties,Frz,Unprep",210,1.1,2
"Anchovy,European,Cnd In Oil,Drnd Sol",210,2.203,85
"Pie,Egg Custard,Commly Prep",210,2.349,33
"Pork,Frsh,Loin,Whl,Ln,Ckd,Brld",210,3.64,79
"Beef,Rnd,Tip Rnd,Rst,Ln & Fat,1/8"" Fat,Sel,Ckd,Rstd",210,3.81,82
"Lamb,Dom,Shldr,Whl (Arm&Bld),Ln,1/4""Fat,Choic,Ckd,Brld",210,3.88,93
"Beef,Shldr Top Blade Stk,Bnles,Ln & Fat,0"" ,All Grds,Ckd,G",210,4.528,95
"Beef,Rib Eye Steak,Bone-In,Lip-On,Ln,1/8"" Fat,Sel,Ckd,Grild",210,4.639,78
"Beef,Chk Eye Cntry-Style Ribs,Bnl,Ln & Fat,0"" Fat,Choice,Raw",210,6.387,70
Natto,211,1.591,0
"Worthington Stakelets,Frz,Unprep",211,1.8,1
"Olive Garden,Chick Parmigiana Wo/ Pasta",211,2.113,40
"Chicken,Broilers Or Fryers,Wing,Meat Only,Ckd,Fried",211,2.5,84
"Veal,Leg (Top Rnd),Ln&Fat,Ckd,Brsd",211,2.53,134
"Pork,Frsh,Loin,Cntr Rib (Chops),Bone-In,Ln,Ckd,Pan-Fried",211,2.563,77
"Veal,Leg (Top Rnd),Ln&Fat,Ckd,Pan-Fried,Not Breaded",211,3.16,105
"Beef,Chuck,Mock Tender Steak,Bnless,Ln & Fat,0"" Fat,Sel,Ckd,",211,3.263,115
"Pork,Frsh,Leg (Ham),Whl,Ln,Ckd,Rstd",211,3.3,94
"Chicken,Wing,Frz,Glazed,Barbecue Flav",211,3.321,126
"Pork,Frsh,Comp Of Rtl Cuts (Loin&Shldr Blade),Ln,Ckd",211,3.34,85
"Beef,Loin,Tndrln Steak,Bnless,L & F,0"" F,A Grds,Ckd,Grilled",211,3.525,93
"Beef,Loin,Tenderloin Steak,Bnless,Ln,0"" Fat,Choic,Ckd,Grlled",211,3.576,93
"Beef,Loin,Top Loin Stk,Bnls,Lip Off,Ln,0"" Fat,Choic,Ckd,Grld",211,3.899,87
"Pork,Frsh,Loin,Cntr Rib (Chops),Bnless,Ln,Ckd,Brsd",211,3.96,71
"Lamb,Dom,Shldr,Blade,Ln,1/4""Fat,Choic,Ckd,Brld",211,4.04,91
"Pompano,Florida,Ckd,Dry Heat",211,4.499,64
"Pork,Frsh,Loin,Cntr Rib (Chops Or Roasts),Bnless,Ln&Fat,Raw",211,4.86,60
"Pork,Frsh,Comp Of Leg,Loin,Shldr,& Spareribs,Ln & Fat,Raw",211,4.918,69
"Duck,Wild,Meat&Skn,Raw",211,5.04,80
Bologna  Pork & Turkey  Lite,211,5.46,79
"Jams,Preserves,Marmalades,Swtnd W/ Fruit Juc",212,0,0
"Usda Commodity,Salmon Nuggets,Breaded,Frz,Htd",212,1.57,26
"Game Meat,Beaver,Ckd,Rstd",212,2.07,117
"Beef,Chuck,Arm Pot Rst,Ln,0""Fat,Choic,Ckd,Brsd",212,2.903,100
"Beef,Brisket,Flat Half,Ln,0"" Fat,Choic,Ckd,Brsd",212,3.053,99
"Popeyes,Fried Chick,Mild,Wing,Meat Only,Skn & Brding Removed",212,3.079,156
"Pork,Frsh,Var Meats&By-Products,Feet,Raw",212,3.57,88
"Chicken,Broiler,Rotisserie,Bbq,Back Meat Only",212,3.613,117
"Beef,Top Sirloin,Steak,Ln & Fat,0"" Fat,All Grds,Ckd,Brld",212,3.754,88
"Beef,Rnd,Eye Of Rnd,Rst,Ln & Fat,1/8"" Fat,Choic,Ckd,Rstd",212,3.813,86
"Beef,Shrt Loin,Prtrhs Steak,Ln,0"" Fat,All Grds,Ckd,Brld",212,3.912,62
"Beef,Rnd,Bttm Rnd,Rst,Ln & Fat,1/8"" Fat,Sel,Ckd,Rstd",212,4.116,84
"Beef,Shrt Ln,T-Bn Stk,Bn-In,Ln,1/8"" Fat,All Grds,Ckd,Grilled",212,4.219,82
"Bf,Chk,Clod,Top Blade,Steak,Ln & Fat,0"" Fat,Sel,Ckd,Grilled",212,4.423,83
"Lamb,Nz,Imp,Leg Chop/Steak,Bone-In,Ln & Fat,Ckd,Fast Fried",212,4.743,78
"Beef,Plate Steak,Bnless,Outside Skirt,Ln,0"" Fat,Choic,Raw",212,5.798,70
"Fast Foods,Egg,Scrambled",212,6.153,426
"Chestnuts,European,Raw,Unpeeled",213,0.425,0
"French Toast,Frz,Rth",213,1.533,82
"Morningstar Farms Grillers Original,Frz,Unprep",213,1.7,3
"Tomatoes,Sun-Dried,Packed In Oil,Drnd",213,1.893,0
"Chicken,Stewing,Lt Meat,Meat Only,Ckd,Stwd",213,1.98,70
"Worthington Dinner Rst,Frz,Unprep",213,2.4,1
"Ground Turkey,93% Ln,7% Fat,Pan-Broiled Crumbles",213,2.966,104
"Beef,Brisket,Flat Half,Ln&Fat,0""Fat,All Grds,Ckd,Brsd",213,3.152,92
"Fast Foods,Submarine Sndwch,Cold Cut Brd W/ Lettuce & Tomato",213,3.554,27
"Beef,Top Loin Petite Rst,Bnls,Ln & Fat,1/8"" Fat,Sel,Ckd,Rstd",213,3.666,85
"Wendy'S,Classic Single Hamburger,No Chs",213,3.689,35
"Dove,Ckd (Incl Squab)",213,3.739,116
"Veal,Var Meats&By-Products,Brain,Ckd,Pan-Fried",213,3.96,2120
"Beef,Shrt Loin,Prtrhs Steak,Ln,1/8"" Fat,All Grds,Ckd,Grilled",213,4.026,82
"Chicken,Broilers Or Fryers,Meat&Skn&Giblets&Neck,Raw",213,4.24,90
"Soup,Bf Broth Or Bouillon,Pdr,Dry",213,4.32,10
"Chicken,Roasting,Meat&Skn&Giblets&Neck,Raw",213,4.41,86
"Scrapple,Pork",213,4.732,49
"Egg Rolls,Veg,Frz,Prep",214,1.138,0
"Wendy'S,Homestyle Chick Fillet Sndwch",214,1.618,31
"Beef,Rnd,Bttm Rnd,Steak,Ln,0"" Fat,All Grds,Ckd,Brsd",214,2.675,93
"Beef,Chuck,Arm Pot Rst,Ln,1/8"" Fat,All Grds,Ckd,Brsd",214,2.788,104
"Chicken,Stewing,Meat & Skn,& Giblets & Neck,Ckd,Stwd",214,3.324,107
"Pork,Frsh,Loin,Cntr Rib (Roasts),Bnless,Ln,Ckd,Rstd",214,3.54,83
"Subway,Cold Cut Sub On White Bread W/ Lettuce & Tomato",214,3.554,27
"Chicken,Dk Meat,Thigh,Meat & Skn,W/ Added Soln,Ckd,Rstd",214,4.145,128
"Chicken,Broilers Or Fryers,Leg,Meat&Skn,Raw",214,4.366,93
"Beef,Ground,90% Ln Meat / 10% Fat,Loaf,Ckd,Bkd",214,4.375,88
"Beef,Top Sirloin,Steak,Ln & Fat,1/8"" Fat,Choic,Raw",214,5.763,78
"Beef,Shrt Loin,Prtrhs Steak,Ln&Fat,1/8""Fat,All Grds,Raw",214,5.981,61
"Beef,Comp Of Rtl Cuts,Ln&Fat,1/8""Fat,All Grds,Raw",214,6.036,72
"Pancakes,Gluten-Free,Frz,Rth",215,0.48,12
"Van'S,Gluten Free,Totally Original Pancakes",215,0.48,
"Fast Foods,Fried Chick,Wing,Meat Only,Skn & Breading Removed",215,2.651,148
"Turnover,Meat- & Cheese-Filled,Tomato-Based Sau,Red Fat,Frz",215,2.756,20
"Chicken,Broilers Or Fryers,Drumstk,Meat & Skn,Ckd,Rotisserie",215,3.02,156
"Beef,Chuck,Under Blade Steak,Bnless,Ln,0"" Fat,Sel,Ckd,Brsd",215,3.567,108
"Chicken,Dk Meat,Thigh,Meat & Skn,W/ Added Soln,Ckd,Brsd",215,3.881,125
"Chick,Feet,Boiled",215,3.92,84
"Chicken,Broilers Or Fryers,Meat & Skn,Raw",215,4.31,75
"Lamb,Aus,Frsh,Leg,Trotter Off,Bone-In,Ln,1/8"" Fat,Ckd,Rstd",215,4.359,117
"Veal,Ground,Ckd,Pan-Fried",215,4.368,77
"Lamb,Aus,Imp,Frsh,Leg,Sirl Half,Bnless,Ln,1/8""Fat,Ckd,Rstd",215,4.508,105
"Beef,Rib Eye Steak,Bnless,Lip Off,Ln,0"" Fat,Choic,Ckd,Grille",215,4.645,80
"Beef,Chuck Eye Steak,Bnless,Ln,0"" Fat,Choic,Ckd,Grilled",215,4.895,86
"Beef,Chk,Undbl Cntr Stk,Bnl,Den Ct,Ln&Fat, 0"" Ft,Sel,Ckd,Gld",215,5.285,98
"Lamb,Aus,Imp,Frsh,Leg,Cntr Slce,Bne-In,Ln&Ft,1/8""Ft,Ckd,Brld",215,5.32,85
"Beef,Ground,85% Ln Meat / 15% Fat,Raw",215,5.715,68
"Beef,Shrt Loin,T-Bone Steak,Ln&Fat,1/8""Fat,Sel,Raw",215,6.211,62
Kraft Cheez Whiz Lt Past Process Chs Product,215,6.4,35
"Lamb,Aus,Imp,Frsh,Leg,Whl (Shk&Sirl),Ln&Fat,1/8""Fat,Raw",215,7.288,66
"Toppings,Butterscotch Or Caramel",216,0,0
"Wheat Bran,Crude",216,0.63,0
"Veal,Leg (Top Rnd),Ln,Ckd,Pan-Fried,Breaded",216,1.6,113
"Kfc,Fried Chick,Original Recipe,Wing,Meat Only,Skn Brdng Rd",216,2.321,141
"Beef,Rnd,Top Rnd,Ln&Fat,0""Fat,Choic,Ckd,Brsd",216,2.52,90
"Beef,Rnd,Bttm Rnd,Steak,Ln,1/8"" Fat,All Grds,Ckd,Brsd",216,2.663,94
"Scallop,Mxd Sp,Ckd,Breaded&Fried",216,2.669,54
"Pork,Frsh,Loin,Country-Style Ribs,Ln,Bnless,Ckd,Brld",216,2.831,89
"Pork,Frsh,Loin,Country-Style Ribs,Ln,Bone-In,Ckd,Brld",216,3.096,89
"Chicken,Broilers Or Fryers,Meat&Skn&Giblets&Neck,Stwd",216,3.45,97
"Lamb,Dom,Loin,Ln,1/4""Fat,Choic,Ckd,Brld",216,3.48,95
"Beef,Chuck,Under Blade Pot Rst,Bnless,Ln,0"" Fat,Sel,Ckd,Brsd",216,3.487,102
"Pork,Frsh,Loin,Cntr Rib (Chops),Bnless,Ln,Ckd,Brld",216,3.57,81
"Beef,Chuck,Top Blade,Ln & Fat,0"" Fat,All Grds,Ckd,Brld",216,3.906,61
"Restaurant,Mexican,Chs Tamales",216,3.983,30
"Beef,Chuck,Und Bl Pot Rst,Bnless,Ln,0"" Fat,All Grds,Ckd",216,4.002,104
"Beef,Chuck,Clod Rst,Ln & Fat,0"" Fat,Choic,Ckd,Rstd",216,4.285,67
Sausage  Chick  Bf  Pork  Skinless  Smoked,216,4.8,120
Ham Salad Spread,216,5.049,37
"Pork,Frsh,Comp (Leg,Loin,Shldr,&Spareribs),Ln&Fat,Raw",216,5.28,67
"Beef,Chuck Eye Steak,Bnless,Ln & Fat,0"" Fat,Sel,Raw",216,6.644,68
"Ice Creams,Reg,Lo Carbohydrate,Vanilla",216,6.79,32
"Ice Creams,Choc",216,6.8,34
"Beverages,Orange-Flavor Drk,Brkfst Type,Lo Cal,Pdr",217,0,0
"Seeds,Breadnut Tree Seeds,Raw",217,0.267,0
"Bread,Red-Cal,Wheat",217,0.84,0
"Beef,Rnd,Bttm Rnd,Steak,Ln & Fat,0"" Fat,Sel,Ckd,Brsd",217,2.775,93
"Herring,Atlantic,Kippered",217,2.791,82
"Duck,Yng Duckling,Dom,Wh Pekin,Leg,Meat&Skn,Bone In,Ckd,Rstd",217,2.975,114
"Beef,Chuck,Top Blade,Ln,0"" Fat,Choic,Ckd,Brld",217,3.62,93
"Beef,Loin,Tenderloin Stk,Bnless,L & F,0"" F,Choic,Ckd,Grlled",217,3.85,93
"Beef,Nz,Imp,Striploin,Ln,Ckd,Fast Fried",217,3.918,70
"Pork,Frsh,Loin,Blade (Roasts),Bone-In,Ln,Ckd,Rstd",217,3.934,83
"Pork Sausage,Link/Patty,Red Fat,Unprep",217,4.368,67
"Beef,Shrt Ln,T-Bone Stk,Bn-In,Ln,1/8"" Fat,Choic,Ckd,Grilld",217,4.6,81
"Lamb,Dom,Leg,Shank Half,Ln&Fat,1/8""Fat,Choic,Ckd,Rstd",217,4.6,90
"Beef,Ground,90% Ln Meat / 10% Fat,Patty,Ckd,Brld",217,4.628,88
"Beef,Rib Eye Steak,Bnles,Lip-On,Ln,1/8"" Fat,Choic,Ckd,Grild",217,4.645,80
"Veal,Loin,Ln&Fat,Ckd,Rstd",217,5.26,103
"Beef,Aus,Imp,Grss-Fd,Rbeye Stk/Rst Lip-On,Bnless,Ln&Fat,Raw",217,6.782,52
"Beverages,Fruit-Flavored Drk,Dry Pdr Mix,Lo Cal,W/ Asprt",218,0,0
"Tortillas,Rtb Or -Fry,Corn",218,0.453,0
"Loma Linda Big Franks,Cnd,Unprep",218,1.6,0
"Pancakes,Pln,Dry Mix,Incomplete,Prep",218,2.045,71
"Fast Foods,Submarine Sndwch,Tuna Bread W/ Lettuce & Tomato",218,2.059,28
"Veal,Rib,Ln,Ckd,Brsd",218,2.56,144
"Chicken,Broilers Or Fryers,Thigh,Meat Only,Ckd,Fried",218,2.78,102
"Beef,Brisket,Whl,Ln,0""Fat,All Grds,Ckd,Brsd",218,3.63,93
"Veal,Breast,Whl,Bnless,Ln,Ckd,Brsd",218,3.72,116
"Potatoes,French Fr,Cottage-Cut,Salt Not Added,Frz,Oven-Htd",218,3.894,0
"Potatoes,Frz,Frch Fr,Par Fr,Cttge-Cut,Prep,Htd Oven,W/Salt",218,3.894,0
"Beef,Rnd,Full Cut,Ln&Fat,1/8""Fat,Sel,Ckd,Brld",218,4.23,79
"Beef,Rnd,Bttm Rnd,Rst,Ln & Fat,1/8"" Fat,All Grds,Ckd,Rstd",218,4.418,85
"Beef,Rib Eye Rst,Bnless,Lip-On,Ln,1/8"" Fat,All Grds,Ckd,Rstd",218,4.535,80
"Pork,Ground,84% Ln / 16% Fat,Raw",218,4.93,68
"Beef,Shrt Loin,Prtrhs Steak,Ln&Fat,1/8""Fat,Choic,Raw",218,6.171,61
"Morningstar Farms Corn Dog Mini,Frz,Unprep",219,0.8,0
"Potatoes,Hash Brown,Frz,Pln,Prep,Pan Fried In Canola Oil",219,0.934,0
"Restaurant,Family Style,Fish Fillet,Battered Or Bread,Fried",219,1.876,36
"Morningstar Farms Grillers Qrtr Pnd Veggie Brgr,Frz,Unprp",219,1.9,1
"Worthington Super Links,Cnd,Unprep",219,2.1,1
"Chicken,Broilers Or Fryers,Meat Only,Ckd,Fried",219,2.46,94
"Fast Foods,Nachos,W/ Chs,Bns,Ground Bf,& Tomatoes",219,2.549,14
"Restaurant,Latino,Arepa (Unleavened Cornmeal Bread)",219,2.902,5
"Fast Foods,Submarine Sndwch,Meatball Marinara On White Bread",219,3.124,15
"Subway,Meatball Marinara Sub On White Bread (No Toppings)",219,3.124,15
"Chicken,Broilers Or Fryers,Meat&Skn,Ckd,Stwd",219,3.5,78
"Pork,Frsh,Var Meats&By-Products,Pancreas,Ckd,Brsd",219,3.73,315
"Beef,Top Loin Filet,Bnless,Ln & Fat,1/8"" Fat,Sel,Ckd,Grilled",219,3.862,87
"Beef,Chuck,Und Bl Steak,Bnls,Ln,0"" Fat,All Grds,Ckd,Brsd",219,3.981,107
"Pork,Frsh,Loin,Country-Style Ribs,Ln,Bnless,Ckd,Rstd",219,4.079,99
"Beef,Top Sirloin,Steak,Ln & Fat,0"" Fat,Choic,Ckd,Brld",219,4.09,89
"Beef,Rnd,Tip Rnd,Rst,Ln & Fat,1/8"" Fat,All Grds,Ckd,Rstd",219,4.24,82
"Restaurant,Mexican,Soft Taco W/ Ground Bf,Chs & Lettuce",219,4.486,34
"Beef,Rib Eye Rst,Bone-In,Lip-On,Ln,1/8"" Fat,Sel,Ckd,Rstd",219,4.736,77
"Lamb,Aus,Imp,Frsh,Leg,Bttm,Bnless,Ln & Fat,1/8"" Fat,Ckd,Rstd",219,5.223,106
"Lamb,Aus,Imp,Frsh,Loin,Ln&Fat,1/8""Fat,Ckd,Brld",219,5.572,82
"Supper Bakes Meal Kits,Garlic Chick W/ Pasta",220,0.488,5
"Morningstar Farms Brkfst Pattie W/ Organic Soy,Frz,Unprep",220,1,0
"Grilled Chick,Bacon & Tomo Clb Sndwch,W/ Chs,Lettuce,& Mayo",220,3.109,46
"Lamb,Var Meats&By-Products,Liver,Ckd,Brsd",220,3.41,501
"Chicken,Broilers Or Fryers,Leg,Meat&Skn,Ckd,Stwd",220,3.57,84
"Beef,Chk,Mock Tndr Stk,Bnl,Ln & Fat,0"" Fat,All Grds, Ckd",220,3.638,113
"Chicken,Roasting,Meat&Skn&Giblets&Neck,Ckd,Rstd",220,3.66,94
"Beef Pot Pie,Frz Entree,Prep",220,4.149,21
"Beef,Rib,Lrg End (Ribs 6-9),Ln,0""Fat,Sel,Ckd,Rstd",220,4.55,81
"Beef,Plate,Skirt Steak,Ln & Fat,0"" Fat,All Grds,Ckd,Brld",220,4.666,60
"Beef,Shldr Top Blde Stk,Bns,Ln & Fat,0"" Fat,Choic,Ckd,G",220,4.968,92
"Beef,Chuck,Under Blade Cntr Steak,Bnless,Denver Cut,Ln,0"" Fa",220,5.28,93
"Cocoa,Dry Pdr,Unswtnd,Proc W/Alkali",220,7.76,0
"English Muffins,Whole-Wheat,Tstd",221,0.363,0
"Game Meat,Opossum,Ckd,Rstd",221,1.206,129
"Burrito, Bean And Cheese, Frozen",221,1.343,2
"Morningstar Farms Chik'N Nuggets,Frz,Unprep",221,1.5,0
"Loma Linda Little Links,Cnd,Unprep",221,2,0
"Subway,Tuna Sub On White Bread W/ Lettuce & Tomato",221,2.192,28
"Mcdonald'S,Premium Grilled Chick Club Sndwch",221,2.89,46
"Beef,Chuck Eye Country-Style Ribs,Bnless,Ln,0"" Fat,Sel,Ckd,B",221,3,99
"Turkey,Wing,Smoked,Ckd,W/Skn,Bone Removed",221,3.383,81
"Croaker,Atlantic,Ckd,Breaded&Fried",221,3.476,84
"Beef,Brisket,Flat Half,Ln & Fat,0"" Fat,Choic,Ckd,Brsd",221,3.638,92
"Beef,Shrt Loin,Prtrhs Steak,Ln,1/8"" Fat,Choic,Ckd,Grilled",221,4.407,85
"Chicken,Broilers Or Fryers,Thigh,Meat&Skn,Raw",221,4.524,98
"Beef,Bttm Sirloin,Tri-Tip Rst,Ln & Fat,0"" Fat,Choic,Ckd,Rstd",221,4.546,85
"Beef,Rib Eye Stk,Bne-In,Lip-On,Ln,1/8"" Fat,All Grds,Ckd,Grld",221,4.794,80
"Wendy'S,Classic Single Hamburger,W/ Chs",221,5.191,38
"Froz Novlt,Ice Crm,Van Ice Crm,Lt,No Sugar Added,Choc Coatd",221,5.528,10
"Beef,Rib,Back Ribs,Bone-In,Ln,0"" Fat,Sel,Raw",221,5.92,67
"Usda Commodity,Pork,Ground,Fine/Coarse,Frz,Raw",221,6.379,58
Carob Flour,222,0.09,0
"Tortillas,Rtb Or -Fry,Corn,Wo/ Salt",222,0.334,0
"Morningstar Farms Brkfst Sausage Patties Mpl Flav,Frz,Unpr",222,0.9,1
"Egg Rolls,Pork,Refr,Htd",222,1.588,14
"Pancakes,Blueberry,Prep From Recipe",222,1.986,56
"Chicken,Broilers Or Fryers,Breast,Meat&Skn,Ckd,Fried,Flr",222,2.45,89
"Pork,Frsh,Loin,Blade (Chops),Bone-In,Ln,Ckd,Pan-Fried",222,2.557,82
"Pork,Frsh,Loin,Blade (Chops),Bone-In,Ln,Ckd,Brsd",222,2.59,87
"Chicken,Broilers Or Fryers,Lt Meat,Meat&Skn,Ckd,Rstd",222,3.05,84
"Fast Foods,Grilled Chick In Tortilla,W/ Lttc,Chs,& Ranch Sau",222,3.363,41
"Mcdonald'S,Ranch Snack Wrap,Grilled",222,3.363,
"Kashi Pizza,Mushroom Trio & Spinach,Frz,Unprep",222,4,23
"Pork,Frsh,Loin,Sirloin (Chops),Bone-In,Ln&Fat,Ckd,Brld",222,4.045,87
"Beef,Chuck,Under Blade Steak,Bnless,Ln,0"" Fat,Choic,Ckd,Brsd",222,4.253,106
"Pork,Frsh,Loin,Cntr Rib (Chops),Bone-In,Ln&Fat,Ckd,Brld",222,4.486,67
"Bf,Chuck,Clod,Top Blade,Stk,Ln & Fat,0"" Fat,All,Ckd,Grld",222,5.095,83
"Beef,Comp Of Rtl Cuts,Ln&Fat,1/8""Fat,Choic,Raw",222,6.43,72
"Lamb,Var Meats&By-Products,Tongue,Raw",222,6.63,156
"Beef,Plate Steak,Bnless,Outside Skirt,Ln & Fat,0"" Fat,Sel,Rw",222,6.705,70
Kraft Velveeta Lt Red Fat Past Process Chs Product,222,7.1,42
"Ice Crm,Soft Serve,Choc",222,7.46,91
"Ice Creams,French Vanilla,Soft-Serve",222,7.48,91
"English Muffins,Wheat",223,0.287,0
"Taco Bell,Nachos Supreme",223,2.549,14
"Lamb,Dom,Cubed For Stew (Leg&Shldr),Ln,1/4""Fat,Ckd,Brsd",223,3.15,108
"Beef,Rnd,Bttm Rnd,Steak,Ln,0"" Fat,Choic,Ckd,Brsd",223,3.152,95
"Beef,Rnd,Bttm Rnd,Steak,Ln & Fat,0"" Fat,All Grds,Ckd,Brsd",223,3.184,95
"Beef,Plate Steak,Bnless,Inside Skirt,Ln,0"" Fat,Sel,Ckd,Grild",223,3.647,91
"Chicken,Roasting,Meat&Skn,Ckd,Rstd",223,3.74,76
"Frankfurter,Chicken",223,3.856,96
"Frankfurter,Turkey",223,4.028,77
"Beef,Loin,Toploinstk,Bnls,Lipoff,Ln Ft,0"" Ft,Allgrd,Ckd,Grld",223,4.534,81
"Beef,Rnd,Bttm Rnd,Rst,Ln & Fat,1/8"" Fat,Choic,Ckd,Rstd",223,4.721,86
"Beef,Aus,Imp,Wgu,Top Ln Stk/Rst,Bnless,Ln,Mrb Scr 4/5,Raw",223,5.909,58
Roast Bf Sprd,223,6.4,70
"Beef,Shrt Loin,T-Bone Steak,Ln&Fat,1/8""Fat,All Grds,Raw",223,6.495,62
"Game Meat Bison,Ground,Raw",223,6.802,70
"Beef,Chuck Eye Steak,Bnless,Ln & Fat,0"" Fat,All Grds,Raw",223,6.963,68
"Lamb,Nz,Imp,Frz,Foreshank,Ln & Fat,1/8"" Fat,Raw",223,8.18,71
"Corn Bran,Crude",224,0.13,0
"Chestnuts,Chinese,Raw",224,0.164,0
"Frozen Novelties,Klondike,Slim-A-Bear Choc Cone",224,1.001,2
"Pie,Peach",224,1.508,0
"Chicken,Meatless",224,1.534,0
"Beef,Chuck,Arm Pot Rst,Ln,1/8"" Fat,Choic,Ckd,Brsd",224,3.17,106
"Kashi Pizza,Rstd Veg,Frz,Unprep",224,3.3,16
Corned Bf & Potatoes In Tortilla (Apache),224,3.366,11
"Beef,Chuck,Shrt Ribs,Bnless,Ln,0"" Fat,Sel,Ckd,Brsd",224,3.54,108
"Beef,Rnd,Top Rnd,Steak,Ln & Fat,1/8"" Fat,Choic,Ckd,Brld",224,3.898,92
"Pork,Frsh,Loin,Cntr Rib (Chops),Bnless,Ln,Ckd,Pan-Fried",224,4.3,70
"Beef,Shrt Loin,Prtrhs Steak,Ln,0"" Fat,Choic,Ckd,Brld",224,4.345,91
"Pork,Frsh,Backribs,Ln&Fat,Raw",224,5.783,69
"Beef,Loin,Top Loin,Ln & Fat,1/8"" Fat,Sel,Raw",224,6.067,80
"Beef,Var Meats&By-Products,Tongue,Raw",224,7,87
"Whipped Topping,Frz,Lofat",224,11.273,2
"Beef,Rnd,Top Rnd,Ln&Fat,1/8""Fat,Sel,Ckd,Brsd",225,3.2,90
"Taco Bell,Soft Taco W/ Steak",225,3.369,31
"Beef,Rnd,Top Rnd,Steak,Ln & Fat,1/8"" Fat,Prime,Ckd,Brld",225,3.61,84
"Veal,Shldr,Blade,Ln&Fat,Ckd,Brsd",225,3.64,153
"Beef,Chuck,Mock Tender Steak,Bnless,Ln & Fat,0"" Fat,Choic,Ck",225,3.888,112
"Beef,Rib,Sml End (Ribs 10-12),Ln,0""Fat,Choic,Ckd,Brld",225,4.73,80
"Lamb,Dom,Leg,Shank Half,Ln&Fat,1/4""Fat,Choic,Ckd,Rstd",225,5.09,90
"Pickle&Pimiento Loaf,Pork",225,5.287,58
"Usda Commodity,Bf Patties W/Vpp,Frz,Raw",225,5.872,33
"Lamb,Nz,Imp,Tongue - Swiss Cut,Raw",225,5.896,88
"Pork,Frsh,Var Meats&By-Products,Tongue,Raw",225,5.96,101
"Beef,Nz,Imp,Cube Roll,Ln & Fat,Raw",225,6.734,60
"Desserts,Mousse,Choc,Prepared-From-Recipe",225,9.151,140
"Veal,Loin,Ln,Ckd,Brsd",226,2.55,125
"Beef,Nz,Imp,Flat,Ln,Ckd,Brsd",226,3.117,94
"Chicken,Capons,Meat&Skn&Giblets&Neck,Ckd,Rstd",226,3.28,103
"Chicken,Broiler,Rotisserie,Bbq,Thigh Meat & Skn",226,3.927,127
"Ft Fds, Hambrger; Sin, Lrg Patty; W/ Condmnts, Veg, Mayo",226,3.972,33
"Fast Foods,Taco W/ Bf,Chs & Lettuce,Hard Shell",226,4.384,28
"Turkey Bacon,Unprep",226,4.52,86
"Beef,Ribeye Cap Steak,Bnless,Ln,0"" Fat,Sel,Ckd,Grilled",226,4.974,73
"Pork,Cured,Ham,Reg (Approx 13% Fat),Cnd,Rstd",226,5.04,62
"Lamb,Aus,Frsh,Leg,Trotter Off,Bone-In,Ln & Fat,1/8"" Fat,Rstd",226,5.483,113
"Kielbasa,Polish,Turkey & Bf,Smoked",226,6.23,70
"Bever,Fruit-Flav Drk,Pdr,W/ Hi Vit C W/ Other Add Vit,Lo Cal",227,0.01,0
"English Muffin, Pln,Enched.W/Ca Prop (Incld Sourdough)",227,0.733,0
"Morningstar Farms Parmesan Garlic Wings,Frz,Unprep",227,1.2,1
"Pancakes,Bttrmlk,Prep From Recipe",227,1.832,58
"Kellogg'S,Eggo,Fiberplus Waffles,Bttrmlk",227,2.1,20
"Pancakes,Pln,Prep From Recipe",227,2.122,59
"Pork,Frsh,Loin,Country-Style Ribs,Ln,Bone-In,Ckd,Rstd",227,3.766,99
"Quail,Cooked,Total Edible",227,3.955,86
"Beef,Chuck,Top Blade,Ln & Fat,0"" Fat,Choic,Ckd,Brld",227,4.162,58
"Pork,Frsh,Shldr,Blade,Boston (Steaks),Ln,Ckd,Brld",227,4.45,94
"Pork,Frsh,Shldr,(Bstn Btt),Blde (Stks),Ln,W/Addedslnckd,Brsd",227,4.62,98
"Beef,Chk,Und Bl Cntr Stk,Bnl,Den Cut,Ln & Fat, All Gr, Ckd",227,5.692,93
"Beef,Chuck Eye Steak,Bnless,Ln & Fat,0"" Fat,Choic,Raw",227,7.176,68
"Beef,Chuck,Shrt Ribs,Bnless,Ln & Fat,0"" Fat,Sel,Raw",227,7.738,78
"Mcdonald'S,Hotcakes (Plain)",228,1.158,13
"Mcdonald'S,Premium Crispy Chick Classic Sndwch",228,1.409,26
"Chick-Fil-A,Chick-N-Strips",228,2.057,56
"Beef,Rnd,Top Rnd,Ln,1/8"" Fat,Choic,Ckd,Pan-Fried",228,2.399,102
